id	poblacion	provincia	pregunta	ortografia	afi
100	Sismundi	La Coruña	Guisantes	garavanzos	xʰaɾaˈβãnθos̺
100	Sismundi	La Coruña	Mariquita	pampurriña	pãmpuˈrĩɲɐ̃
100	Sismundi	La Coruña	Lagartija	lagartixa	laxʰaɾˈtiʃɐ
100	Sismundi	La Coruña	Aguzanieves	lavandeira	laβãnˈdɛjɾɐ
100	Sismundi	La Coruña	Cadera	cadril	kaˈðɾil
100	Sismundi	La Coruña	Cuna	berce	ˈbɛɾθe
100	Sismundi	La Coruña	Llevar a cuestas	as costas	as̺ ˈkɔs̺tɐs̺
100	Sismundi	La Coruña	Dar volteretas	revirar a forcadela	reβiˈɾal a ɸoɾkaˈðɛlɐ
100	Sismundi	La Coruña	Levadura	formento	foɾˈmẽnto
100	Sismundi	La Coruña	Jabalí	porco bravo	ˈpɔɾko ˈβɾaβo
101	Valdoviño	La Coruña	Cadera	cadeira	kaˈðɛjɾɐ
101	Valdoviño	La Coruña	Guisantes	garavanzos	xʰaɾaˈβãnθos̺
101	Valdoviño	La Coruña	Mariquita	rei	ˈrɛj
101	Valdoviño	La Coruña	Lagartija	lagartuxa	lɑxʰaɾˈtuʃɐ̥
101	Valdoviño	La Coruña	Aguzanieves	lavandeira	laβãnˈdɛjɾɐ
101	Valdoviño	La Coruña	Jabalí	porco bravo	ˈpɔɾko ˈβɾaβo
101	Valdoviño	La Coruña	Cuna	berce	ˈbɛɾθe
101	Valdoviño	La Coruña	Llevar a cuestas	levar ás costas	løˈβaɹ as̺ ˈkɔs̺tɐs̺
101	Valdoviño	La Coruña	Dar volteretas	virar a forcadela	biˈɾal a ɸoɾkaˈðɛlɐ
101	Valdoviño	La Coruña	Levadura	fermento	feɾˈmẽnto
102	Miño	La Coruña	Guisantes	garvanzos	ɡaɾˈβãnθos̺
102	Miño	La Coruña	Mariquita	rei	ˈrɛj
102	Miño	La Coruña	Lagartija	lagartiña	laɣaɾˈtĩɲã
102	Miño	La Coruña	Aguzanieves	lavandeira	laβãnˈdɛjɾɐ
102	Miño	La Coruña	Jabalí	porco bravo	ˈpɔɾko ˈβɾaβo
102	Miño	La Coruña	Cadera	cadeira	kaˈðɛjɾa
102	Miño	La Coruña	Cuna	berce	ˈbɛɾθe
102	Miño	La Coruña	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tas̺
102	Miño	La Coruña	Dar volteretas	dar pinchacarneiros	ˈdaɹ ˈpĩɲt͡ʃakaɾˈnɛ̃jɾos̺
102	Miño	La Coruña	Levadura	fermento	ɸeɾˈmɛ̃nto
102	Miño	La Coruña	Guisantes	tirabeques	tiɾaˈβɛkes̺
103	Santa María de Oleiros	La Coruña	Cadera	cadera	kaˈðɛɾa
103	Santa María de Oleiros	La Coruña	Guisantes	ervellas	eɾˈβeʎæs̺
103	Santa María de Oleiros	La Coruña	Mariquita	rei	ˈrɛj
103	Santa María de Oleiros	La Coruña	Lagartija	lagarta	laˈxɑɾtɐ
103	Santa María de Oleiros	La Coruña	Aguzanieves	lavandeira	laβãnˈdɛjɹɐ
103	Santa María de Oleiros	La Coruña	Jabalí	cocho bravo	ˈkɔt͡ʃo ˈβɾaβo
103	Santa María de Oleiros	La Coruña	Cuna	berce	ˈbɛɾθə
103	Santa María de Oleiros	La Coruña	Llevar a cuestas	levar ao lombo	leˈβaɹ ɔ ˈlõmβo
103	Santa María de Oleiros	La Coruña	Dar volteretas	dar pinchacarneiros	ˈdaɾ pĩɲt͡ʃakaɾˈnẽjɹos̺
103	Santa María de Oleiros	La Coruña	Levadura	fermento	ɸoɾˈmẽnto
103	Santa María de Oleiros	La Coruña	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tas̺
104	Abegondo	La Coruña	Cadera	cadeira	kaˈðejɹɐ
104	Abegondo	La Coruña	Guisantes	garavanzos	xaɾaˈβãnθos̺
104	Abegondo	La Coruña	Mariquita	costureira	kus̺tuˈɾɛjɹɐ
104	Abegondo	La Coruña	Lagartija	NA	NA
104	Abegondo	La Coruña	Aguzanieves	lavandeira	laβãnˈdɛjɹɐ
104	Abegondo	La Coruña	Jabalí	jabalín	xɑβɘˈlĩŋ
104	Abegondo	La Coruña	Cuna	berce	ˈbɛɾθə
104	Abegondo	La Coruña	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tɐs̺
104	Abegondo	La Coruña	Dar volteretas	dar pinchacarneiros	ˈdaɹ pĩɲt͡ʃakaɾˈnɛ̃jɹos̺
104	Abegondo	La Coruña	Levadura	felmento	felˈmẽnto
104	Abegondo	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃɐɾos̺
105	Aranga	La Coruña	Guisantes	garavanzos	xaɾɐˈβãnθos̺
105	Aranga	La Coruña	Mariquita	rei	ˈrɛj
105	Aranga	La Coruña	Lagartija	lagartixa	laɣaɾˈtiʃɐ
105	Aranga	La Coruña	Aguzanieves	lavandeira	laβãnˈdejɾɐ
105	Aranga	La Coruña	Jabalí	porco bravo	ˈpɔɾko ˈβɾaβo
105	Aranga	La Coruña	Cadera	cadera	kaˈðɛɾɐ
105	Aranga	La Coruña	Cuna	berce	ˈbɛɾθi
105	Aranga	La Coruña	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tɐs̺
105	Aranga	La Coruña	Dar volteretas	dar pinchecarneiros	ˈdaɹ pĩɲt͡ʃekaɾˈnẽjɾos̺
105	Aranga	La Coruña	Levadura	fermento	ɸoɾˈmẽnto
105	Aranga	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃɐɾos̺
105	Aranga	La Coruña	Llevar a cuestas	levar ao lombo	leˈβaɹ ɔ ˈlõmbo
105	Aranga	La Coruña	Guisantes	tirabeques	tiɾaˈβɛkɘs̺
106	Baio	La Coruña	Levadura	fermento	ɸoɾˈmẽnto
106	Baio	La Coruña	Guisantes	garavanzos	xʰaɹɐˈβãns̺oʃ
106	Baio	La Coruña	Mariquita	rubia	ˈruβjɐ
106	Baio	La Coruña	Lagartija	lagarta	laˈxʰaɹtɐ
106	Baio	La Coruña	Aguzanieves	lavandeira	laβãnˈdejɹa
106	Baio	La Coruña	Jabalí	porco bravo	ˈpɔɹko ˈβɾaβo
106	Baio	La Coruña	Cadera	cadeira	kɐˈðejɹɐ
106	Baio	La Coruña	Cuna	berce	ˈbɛɾs̺i̥
106	Baio	La Coruña	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tɐʃ
106	Baio	La Coruña	Dar volteretas	dar cuchocarnucho	ˈdaɹ kut͡ʃokaɹˈnũt͡ʃo
106	Baio	La Coruña	Levadura	isco do fermento	ˈis̺ko ðo ɸoɹˈmẽnto
106	Baio	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃɐɾoʃ
106	Baio	La Coruña	Llevar a cuestas	levar ó lombo	leˈβaɹ ɔ ˈlõmbo
106	Baio	La Coruña	Dar volteretas	dar cuchocarneiro	ˈdaɹ kut͡ʃokaɹˈnẽjɹu
106	Baio	La Coruña	Dar volteretas	dar capitóns	ˈdaɹ kapiˈtõnʃ
107	Carballo	La Coruña	Mariquita	costureiriña	ko̥s̺tuˈɾejˈɾĩɲã
107	Carballo	La Coruña	Lagartija	píntega	ˈpĩnte̥xɐ
107	Carballo	La Coruña	Aguzanieves	lavandeira	laβãnˈdejɹa
107	Carballo	La Coruña	Jabalí	cocho bravo	ˈkɔt͡ʃo ˈβɾaβo
107	Carballo	La Coruña	Cuna	berce	ˈbɛɾθi̥
107	Carballo	La Coruña	Llevar a cuestas	levar ao lombo	lœˈβaɹ ɔ ˈlõmbo
107	Carballo	La Coruña	Dar volteretas	dar cuchoscarneiros	ˈdaɹ kut͡ʃos̺kaɹˈnẽjɹos̺
107	Carballo	La Coruña	Levadura	fermento	foɾˈmẽnto
107	Carballo	La Coruña	Guisantes	garavanzos	xaɾaˈβãnθos̺
107	Carballo	La Coruña	Cadera	cadril	kaˈðɾiʟ
107	Carballo	La Coruña	Cadera	cadeira	kaˈðejɹa
107	Carballo	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃaɾos̺
108	Corcubión	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃɐɾos̺
108	Corcubión	La Coruña	Mariquita	cascarrubia	kas̺kaˈruβjɐ
108	Corcubión	La Coruña	Lagartija	lagarta	lɑˈxɑɹtɐ
108	Corcubión	La Coruña	Aguzanieves	costureira	kos̺tuˈɾejɾ̥ɐ
108	Corcubión	La Coruña	Jabalí	porco fero	ˈpɔɹko ˈfeɹo
108	Corcubión	La Coruña	Cadera	cadera	kɐˈðeɹa
108	Corcubión	La Coruña	Cuna	berce	ˈbɛɹs̺i̥
108	Corcubión	La Coruña	Llevar a cuestas	levar ó lombo	leˈβaɹ ɔ ˈlõmbo
108	Corcubión	La Coruña	Dar volteretas	dar tumbagatos	ˈdaɹ tũmbaˈxɑtos̺
108	Corcubión	La Coruña	Levadura	fermento	ɸoɹˈmẽntu̥
108	Corcubión	La Coruña	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tɐ̥s̺
109	Santa Comba	La Coruña	Cadera	cadeira	kaˈðejɹa
109	Santa Comba	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃaɾoʃ
109	Santa Comba	La Coruña	Mariquita	cascarrubia	kaskaˈruβja
109	Santa Comba	La Coruña	Lagartija	lagarta	laˈxʰaɹtɐ
109	Santa Comba	La Coruña	Aguzanieves	lavandeira	laβãnˈdejɹɐ
109	Santa Comba	La Coruña	Jabalí	porco bravo	ˈpɔɹko ˈβɾaβo
109	Santa Comba	La Coruña	Cuna	berce	ˈbɛɾse
109	Santa Comba	La Coruña	Llevar a cuestas	levar ás costas	leˈβaɹ as ˈkɔs̪tɐ̥ʃ
109	Santa Comba	La Coruña	Dar volteretas	dar viracollóns	ˈdaɹ βiɾakoˈʎõnʃ
109	Santa Comba	La Coruña	Levadura	fermento	ɸoɾˈmẽnto
109	Santa Comba	La Coruña	Dar volteretas	dar pinchacarneiros	ˈdaɹ pĩɲt͡ʃakaɹˈnẽjɾoʃ
109	Santa Comba	La Coruña	Lagartija	lagarta	laˈxʰɑɹtḁ
110	Ordes	La Coruña	Cadera	cadera	kaˈðeɹa
110	Ordes	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃaɹos̺
110	Ordes	La Coruña	Mariquita	xoana	ʃuˈãna
110	Ordes	La Coruña	Lagartija	lagartixa	laxʰaɹˈtiʃæ
110	Ordes	La Coruña	Aguzanieves	lavandeira	laβãnˈdejɾ̥ḁ
110	Ordes	La Coruña	Jabalí	cocho bravo	ˈkɔt͡ʃo̥ ˈβɾaβo
110	Ordes	La Coruña	Cuna	berce	ˈbɛɹθe
110	Ordes	La Coruña	Llevar a cuestas	levar ao lombo	leˈβaɹ ɔ ˈlõmbo
110	Ordes	La Coruña	Dar volteretas	dar un pinchecarneiro	ˈdaɹ ũm pĩɲt͡ʃekaɹˈnɛ̃jɹo
110	Ordes	La Coruña	Levadura	fermento	ɸõɾˈmẽnto̥
110	Ordes	La Coruña	Guisantes	garavanzos	xʰaɹaˈβãnθos̺
111	Boimorto	La Coruña	Cuna	berce	ˈbɛɾθi̥
111	Boimorto	La Coruña	Llevar a cuestas	levar ao lombo	leˈβaɹ ɔ ˈlõmbo
111	Boimorto	La Coruña	Dar volteretas	dar pinchacarneiros	ˈdaɾ pĩɲt͡ʃakaɾˈnɛ̃jɾos̺
111	Boimorto	La Coruña	Guisantes	pericos	piˈɾikos̺
111	Boimorto	La Coruña	Mariquita	xoaniña	ʃuɐˈnĩɲɐ̃
111	Boimorto	La Coruña	Lagartija	lagartixa	laxaɹˈtiʃɐ
111	Boimorto	La Coruña	Aguzanieves	lavandeira	laβãnˈdɛjɹɐ
111	Boimorto	La Coruña	Jabalí	porco bravo	ˈpɔɾko ˈβɾaβo
111	Boimorto	La Coruña	Cadera	cadeira	kaˈðɛjɹɐ
111	Boimorto	La Coruña	Levadura	fermento	foɾˈmẽnto
111	Boimorto	La Coruña	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tɐs̺
111	Boimorto	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃɐɾos̺
111	Boimorto	La Coruña	Guisantes	tirabeques	tiɾaˈβɛkes̺
112	A Lavacolla	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃaɾos̺
112	A Lavacolla	La Coruña	Mariquita	xoaniña	ʃuɐˈnĩɲæ
112	A Lavacolla	La Coruña	Lagartija	lagarta	laˈɣaɾta
112	A Lavacolla	La Coruña	Aguzanieves	lavandeira	laβãnˈdejɹa
112	A Lavacolla	La Coruña	Jabalí	porco bravo	ˈpɔɾko ˈβɾaβo
112	A Lavacolla	La Coruña	Cadera	cadera	kaˈðeɹa
112	A Lavacolla	La Coruña	Cuna	berce	ˈbɛɾθe
112	A Lavacolla	La Coruña	Llevar a cuestas	levar o lombo	leˈβaɹ o ˈlõmbo
112	A Lavacolla	La Coruña	Dar volteretas	dar pinchacarneiros	ˈdaɹ pĩɲt͡ʃækaɾˈnẽjɾos̺
112	A Lavacolla	La Coruña	Levadura	fermento	ɸoɾˈmẽnto
112b	Muros	La Coruña	Cadera	cadeira	kaˈðejɹa
112b	Muros	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃɐɾos
112b	Muros	La Coruña	Mariquita	xoaniña	ʃuɐ̃ˈnĩɲɐ
112b	Muros	La Coruña	Lagartija	cádego	ˈkaðexo
112b	Muros	La Coruña	Aguzanieves	lavandeira	laβãnˈdɛjɹɐ
112b	Muros	La Coruña	Jabalí	porco bravo	ˈpoɹko ˈβɾaβo
112b	Muros	La Coruña	Cuna	berce	ˈbɛɹsi̥
112b	Muros	La Coruña	Llevar a cuestas	levar ó lombo	leˈβaɹ ɔ ˈlõmbo
112b	Muros	La Coruña	Dar volteretas	dar tombos de gato	ˈdaɹ ˈtõmboz̪ ðe ˈɣ̊atu̥
112b	Muros	La Coruña	Levadura	fermento	ɸoɾˈmẽntu̥
112b	Muros	La Coruña	Mariquita	cascarrubia	kɐskaˈruβjɐ
112b	Muros	La Coruña	Lagartija	cádego	ˈkɐðexo
113	Rois	La Coruña	Guisantes	chícharos	ˈt͡ʃit͡ʃaɾoʃ
113	Rois	La Coruña	Mariquita	xoaniña	ʃuãˈnĩɲã
113	Rois	La Coruña	Lagartija	NA	NA
113	Rois	La Coruña	Aguzanieves	lavandeira	laβãnˈdɛjɹa
113	Rois	La Coruña	Jabalí	jabalí	xʰɑβaˈli
113	Rois	La Coruña	Cadera	NA	NA
113	Rois	La Coruña	Cuna	berce	ˈbɛɹse
113	Rois	La Coruña	Llevar a cuestas	levar ao lombo	leˈβaɹ ɔ ˈlõmbo
113	Rois	La Coruña	Dar volteretas	dar tombos de gato	ˈdaɹ ˈtõmboz̪ ðe ˈxʰɑto
113	Rois	La Coruña	Levadura	fermento	ɸoɾˈmẽnto
114	Covas	Lugo	Guisantes	garavanzos verdes	xʰaɾaˈβãnθoz̺ ˈβeɾðes̺
114	Covas	Lugo	Mariquita	rei-rei	ˈrej ˈrej
114	Covas	Lugo	Lagartija	lagartixa	laɣ̊aɹˈtiʃæ
114	Covas	Lugo	Aguzanieves	lavandeira	laβãnˈdejɾa
114	Covas	Lugo	Jabalí	cocho bravo	ˈkot͡ʃo ˈβɾaβo
114	Covas	Lugo	Cadera	cadera	kaˈðeɾa
114	Covas	Lugo	Llevar a cuestas	levar ás costas	leˈβaɹ æs̺ ˈkɔs̺tas̺
114	Covas	Lugo	Dar volteretas	dar cambriolas	ˈdaɹ kãmbɾiˈɔlas̺
114	Covas	Lugo	Levadura	fermento	foɾˈmẽnto
114	Covas	Lugo	Cuna	berce	ˈbɛɾθe
114	Covas	Lugo	Cuna	cuna	ˈkũnã
115	Muras	Lugo	Guisantes	garavanzos	ɡaɾaˈβãnθos̺
115	Muras	Lugo	Mariquita	rei	ˈrɛj
115	Muras	Lugo	Lagartija	largatixa	laɹɣɐˈtiʃæ
115	Muras	Lugo	Aguzanieves	lavandeira	laβãnˈdejɾa
115	Muras	Lugo	Jabalí	cocho bravo	ˈkot͡ʃo ˈβɾaβo
115	Muras	Lugo	Levadura	fermento	feɾˈmẽnto
115	Muras	Lugo	Cadera	cadril	kaˈðɾil
115	Muras	Lugo	Cuna	berce	ˈbɛɹθi̥
115	Muras	Lugo	Llevar a cuestas	levar ás costas	leˈβaɾ as̺ ˈkɔs̺tas̺
115	Muras	Lugo	Dar volteretas	dar cambriolas	ˈdaɹ kãmbɹiˈɔlas̺
115	Muras	Lugo	Dar volteretas	dar un pinchacarneiro	ˈdaɹ ũm pĩɲt͡ʃækaɾˈnẽjɾo
116	Ferreira do Valadouro	Lugo	Guisantes	garavanzos	ɡaɾaˈβãnθos̺
116	Ferreira do Valadouro	Lugo	Mariquita	rei	ˈrej
116	Ferreira do Valadouro	Lugo	Lagartija	lagatixa	laɣaˈtiʃæ
116	Ferreira do Valadouro	Lugo	Aguzanieves	lavandeira	laβãnˈdejɹa
116	Ferreira do Valadouro	Lugo	Jabalí	cocho bravo	ˈkot͡ʃo ˈβɾaβo
116	Ferreira do Valadouro	Lugo	Cadera	cadera	kaˈðeɹa
116	Ferreira do Valadouro	Lugo	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tas̺
116	Ferreira do Valadouro	Lugo	Dar volteretas	dar cambriolas	ˈdaɹ kãmbɹiˈɔlas̺
116	Ferreira do Valadouro	Lugo	Cuna	berce	ˈbɛɹθi̥
116	Ferreira do Valadouro	Lugo	Levadura	fermento	foɾˈmẽnto
116	Ferreira do Valadouro	Lugo	Dar volteretas	dar pinchacarneiros	ˈdaɹ pĩɲt͡ʃækaɹˈnejɾos̺
117	Devesa	Lugo	Cuna	berzo	ˈbɛɾθo
117	Devesa	Lugo	Llevar a cuestas	levar a costas	leˈβaɹ a ˈkɔs̺tæs̺
117	Devesa	Lugo	Dar volteretas	dar pinchecarneiros	ˈdaɹ pĩɲt͡ʃekaɹˈnẽjɾos̺
117	Devesa	Lugo	Guisantes	garavanzos	ɡaɾaˈβãnθos̺
117	Devesa	Lugo	Mariquita	rei	ˈrej
117	Devesa	Lugo	Lagartija	largatixa	laɹɣaˈtiʃæ
117	Devesa	Lugo	Aguzanieves	laverca	laˈβɛɹka
117	Devesa	Lugo	Jabalí	cocho bravo	ˈkot͡ʃo ˈβɾaβo
117	Devesa	Lugo	Cadera	cadera	kaˈðeɹa
117	Devesa	Lugo	Levadura	fermento	ɸoɾˈmẽnto̥
117	Devesa	Lugo	Aguzanieves	lavandeira	laβãnˈdejɾa
118	Guitiriz	Lugo	Guisantes	chícharos	ˈʧ︢iʧ︢æɾos̺
118	Guitiriz	Lugo	Mariquita	rei	ˈrɛj
118	Guitiriz	Lugo	Lagartija	lagartixa	laɣaɾˈtiʃa
118	Guitiriz	Lugo	Aguzanieves	lavandeira	laβãnˈdɛjɹa
118	Guitiriz	Lugo	Jabalí	porco bravo	ˈpɔɾko ˈβɾaβo
118	Guitiriz	Lugo	Cadera	cadeira	kaˈðɛjɹa
118	Guitiriz	Lugo	Cuna	berce	ˈbɛɾθe
118	Guitiriz	Lugo	Llevar a cuestas	levar ao carrelo	leˈβaɹ o kaˈrɛlo
118	Guitiriz	Lugo	Dar volteretas	dar pinchacarneiro	ˈdaɹ pĩɲt͡ʃækaɾˈnɛ̃jɾo
118	Guitiriz	Lugo	Levadura	fermento	foɾˈmẽnto
118	Guitiriz	Lugo	Jabalí	xabaril	ʃaβaˈɾil
118	Guitiriz	Lugo	Lagartija	lagartixa	laɣaɾˈtiʃæ
119	Cospeito	Lugo	Guisantes	tirabeques	tiɾaˈβɛkes̺
119	Cospeito	Lugo	Mariquita	rei	ˈrɛj
119	Cospeito	Lugo	Lagartija	largatixa	laɹɣaˈtiʃæ
119	Cospeito	Lugo	Aguzanieves	lavandeira	laβãnˈdejɹa
119	Cospeito	Lugo	Jabalí	cocho bravo	ˈkot͡ʃo ˈβɾaβo
119	Cospeito	Lugo	Cadera	cadeira	kaˈðejɹa
119	Cospeito	Lugo	Cuna	berce	ˈbɛɾθe
119	Cospeito	Lugo	Llevar a cuestas	levar o lombo	leˈβaɹ o ˈlõmbo
119	Cospeito	Lugo	Dar volteretas	dar un pinchacarneiro	ˈdaɾ ũm pĩɲt͡ʃakaɾˈnẽjɾo
119	Cospeito	Lugo	Levadura	fermento	ɸoɾˈmɛ̃nto
119	Cospeito	Lugo	Guisantes	chícharos	ˈt͡ʃit͡ʃaɾos̺
119	Cospeito	Lugo	Cuna	barrelo	baˈrɛlo
120	Neiro	Lugo	Guisantes	ervellos	eɾˈβeʎoʃ
120	Neiro	Lugo	Mariquita	papasol	papaˈs̺ol
120	Neiro	Lugo	Lagartija	largatixa	laɹɣaˈtiʃæ
120	Neiro	Lugo	Aguzanieves	alindadora	alĩndaˈðoɹa
120	Neiro	Lugo	Jabalí	xabaril	ʃæβaˈɾil
120	Neiro	Lugo	Cadera	cadera	kaˈðeɾa
120	Neiro	Lugo	Cuna	bercio	ˈbeɾθjo
120	Neiro	Lugo	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tas̺
120	Neiro	Lugo	Dar volteretas	dar a pinchacarneira	ˈda la pĩɲt͡ʃakaɾˈnẽjɹa
120	Neiro	Lugo	Levadura	fermento	ɸoɾˈmẽnto
120	Neiro	Lugo	Cuna	rucho	ˈrut͡ʃo
120	Neiro	Lugo	Cuna	cuna	ˈkũnã
121	Palas de Rei	Lugo	Guisantes	pericos	peˈɾikos̺
121	Palas de Rei	Lugo	Mariquita	xoana	ʃuˈãnã
121	Palas de Rei	Lugo	Lagartija	lagartixa	laxʰaɹˈtiʃæ
121	Palas de Rei	Lugo	Aguzanieves	lavandeira	laβãnˈdejɹa
121	Palas de Rei	Lugo	Jabalí	xabalí	ʃaβaˈli
121	Palas de Rei	Lugo	Cadera	cadeira	kaˈðejɹa
121	Palas de Rei	Lugo	Cuna	rolo	ˈrɔlo
121	Palas de Rei	Lugo	Llevar a cuestas	levar ao lombo	lœˈβaɹ ɔ ˈlõmbo
121	Palas de Rei	Lugo	Dar volteretas	dar un pinchacarneiro	ˈdaɹ ũm pĩɲt͡ʃakaɾˈnẽjɾo
121	Palas de Rei	Lugo	Levadura	fermento	foɾˈmẽnto
121	Palas de Rei	Lugo	Mariquita	reina	ˈrẽjnã
121	Palas de Rei	Lugo	Cadera	cadera	kaˈðeɹa
121	Palas de Rei	Lugo	Levadura	requento	reˈkẽnto
122	Navia de Suarna	Lugo	Guisantes	ervellos	eɾˈβeʎos̺
122	Navia de Suarna	Lugo	Mariquita	papasol	papaˈs̺ol
122	Navia de Suarna	Lugo	Lagartija	largatixa	laɾɣaˈtiʃæ
122	Navia de Suarna	Lugo	Aguzanieves	lavandeira	laβãnˈdɛjɹa
122	Navia de Suarna	Lugo	Levadura	fomento	ɸoˈmɛ̃nto
122	Navia de Suarna	Lugo	Jabalí	xabaril	ʃaβaˈɾil
122	Navia de Suarna	Lugo	Cadera	cadera	kaˈðɛɾa
122	Navia de Suarna	Lugo	Cuna	barrelo	baˈrɛlo
122	Navia de Suarna	Lugo	Llevar a cuestas	levar ao lombo	leˈβaɹ ɔ ˈlõmbo
122	Navia de Suarna	Lugo	Dar volteretas	dar a pinchacarneira	ˈdaɾ a pĩɲt͡ʃakaɾˈnɛ̃jɹa
122	Navia de Suarna	Lugo	Cuna	cuna	ˈkũna
123	Meixente	Lugo	Llevar a cuestas	levar ao lombo	leˈβaɹ ɔ ˈlõmbo
123	Meixente	Lugo	Dar volteretas	dar capitós	ˈdaɹ kapiˈtos̺
123	Meixente	Lugo	Guisantes	guisantes	ɡiˈs̺ãntes̺
123	Meixente	Lugo	Mariquita	diviñón	diβiˈɲõŋ
123	Meixente	Lugo	Lagartija	lagartixa	laɣaɾˈtiʃa
123	Meixente	Lugo	Aguzanieves	lavandeira	laβãnˈdejɾa
123	Meixente	Lugo	Jabalí	jabalí	xɑβaˈli
123	Meixente	Lugo	Cadera	cadera	kaˈðɛɾa
123	Meixente	Lugo	Cuna	barrelo	baˈrɛlo
123	Meixente	Lugo	Levadura	lévedo	ˈleβeðo
123	Meixente	Lugo	Dar volteretas	dar un pinchacarneira	ˈdaɹ ũm pĩɲt͡ʃækaɾˈnẽjɹa
123	Meixente	Lugo	Cuna	cuna	ˈkũnã
123	Meixente	Lugo	Levadura	fermento	ɸoɾˈmẽnto
123	Meixente	Lugo	Levadura	requento	reˈkẽnto
124	Pedrafita do Cebreiro	Lugo	Guisantes	guisantes	xʰiˈs̺ãntes̺
124	Pedrafita do Cebreiro	Lugo	Mariquita	papasol	papaˈs̺ol
124	Pedrafita do Cebreiro	Lugo	Lagartija	lagartixa	laxʰaɾˈtiʃa
124	Pedrafita do Cebreiro	Lugo	Aguzanieves	lavandeira	lɐβãnˈdɛjɹa
124	Pedrafita do Cebreiro	Lugo	Jabalí	xabarín	ʃɛβaˈɾĩŋ
124	Pedrafita do Cebreiro	Lugo	Cadera	cadeira	kɐˈðɛjɹa
124	Pedrafita do Cebreiro	Lugo	Cuna	barrelo	baˈrɛlo
124	Pedrafita do Cebreiro	Lugo	Llevar a cuestas	levar ao carrelo	leˈβaɹ ɔ kaˈrɛlo
124	Pedrafita do Cebreiro	Lugo	Dar volteretas	dar un cunchapeido	ˈdaɹ ũŋ kũɲt͡ʃæˈpejðo
124	Pedrafita do Cebreiro	Lugo	Levadura	fermento	foɾˈmɛ̃nto
124	Pedrafita do Cebreiro	Lugo	Cuna	cuna	ˈkũnã
124	Pedrafita do Cebreiro	Lugo	Lagartija	lagartixa	laxʰɐɾˈtiʃa
124	Pedrafita do Cebreiro	Lugo	Dar volteretas	dar un cunchapeido	ˈdaɾ̥ ũŋ kũɲt͡ʃæˈpejðo
125	Chantada	Lugo	Guisantes	guisantes	ɡiˈs̺ãntes̺
125	Chantada	Lugo	Mariquita	xoana	ʃuˈãnã
125	Chantada	Lugo	Lagartija	lagarta	laˈɣaɾtɐ
125	Chantada	Lugo	Aguzanieves	lavandeira	laβãnˈdɛjɾa
125	Chantada	Lugo	Jabalí	porco bravo	ˈpɔɾko ˈβɾaβo
125	Chantada	Lugo	Cadera	cadeira	kaˈðɛjɾa
125	Chantada	Lugo	Cuna	rolo	ˈrɔlo
125	Chantada	Lugo	Llevar a cuestas	levar ó lombo	leˈβaɹ ɔ ˈlõmbo
125	Chantada	Lugo	Dar volteretas	dar contrapallazos	ˈdaɹ kõntɾapaˈʎaθos̺
125	Chantada	Lugo	Levadura	lévedo	ˈleβeðo
125	Chantada	Lugo	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tas̺
126	Sober	Lugo	Guisantes	ervellas	eɾˈβeʎæs̺
126	Sober	Lugo	Mariquita	costureira	kos̺tuˈɾejɹa
126	Sober	Lugo	Lagartija	lagartixa	laɣaɾˈtiʃæ
126	Sober	Lugo	Aguzanieves	lavandeira	laβãnˈdejɹa
126	Sober	Lugo	Jabalí	xabarín	ʃaβaˈɾĩŋ
126	Sober	Lugo	Cadera	cadera	kaˈðɛɹa
126	Sober	Lugo	Cuna	rolo	ˈrolo
126	Sober	Lugo	Llevar a cuestas	levar ás costas	leˈβaɹ as̺ ˈkɔs̺tas̺
126	Sober	Lugo	Dar volteretas	dar a pinchacarneira	ˈdaɹ a pĩɲt͡ʃakaɹˈnẽjɹa
126	Sober	Lugo	Levadura	crecente	kɹeˈθẽnte
126	Sober	Lugo	Cuna	rola	ˈrola
126	Sober	Lugo	Levadura	lévedo	ˈleβeðo
